flyer_name,product_name,unit_promo_price,uom,least_unit_for_promo,save_per_unit,discount,organic
week_46_page_2,Cookies,,for a treat you can,1.0,,,0
week_46_page_2,Frozen Angus Burger Patties,12.99,,1.0,2.0,,0
week_46_page_2,Kettle Chips,2.99,,1.0,,,0
week_46_page_2,Cookies,,,1.0,,,0
week_46_page_2,Beef Burger Patties,,,1.0,,,0
week_46_page_2,Organic Gluten-Free Crispy Rice Bars,,,1.0,,,0
week_46_page_2,Meadowkaas Spring Milk Gouda,,,1.0,,,0
week_46_page_2,BBQ Sauces,2.49,farenet wt 14 oz,1.0,,,0
week_46_page_2,Organic Mac & Cheese & Shells & Cheddar,26.0,,2.0,0.89,,1
week_46_page_2,Mustard,,,1.0,,,1
week_46_page_2,Asparagus with Parmesan Vinaigrette,,,1.0,,,0
week_46_page_2,Bone-In Pork Chops,,,1.0,,,0
week_46_page_2,Restaurant Style Tortilla Chips,,,1.0,,,0
week_46_page_2,Whole Ribeyes & Strips,8.27,,2.0,1.29,,0
week_46_page_2,Organic Gluten-Free Crispy Rice Bars,,,1.0,,,0
week_46_page_2,Nutritional Bars,,,1.0,,,0
week_46_page_2,Non-Dairy Ice Cream,,,1.0,,,0
week_46_page_2,Organic strawberries,,,1.0,,,1
week_46_page_2,Greek Yogurt,32.26,,2.0,0.99,0.00030688158710477366,0
week_46_page_2,Traditional Mashed Potatoes,,,1.0,,,0
week_46_page_2,Chocolate,,,1.0,,,0
week_46_page_2,Bunny Crackers,,,2.0,1.32,,1
week_46_page_2,Pre-Sliced Snack Packs,,,1.0,,,0
week_46_page_3,Toothpaste & Mouthwash,,oz,1.0,,0.2,0
week_46_page_3,Mexican Street Corn,,can,1.0,,,0
week_46_page_3,10-Pack Mini Cookies,,,1.0,,,0
week_46_page_3,Soda,,,1.0,,,0
week_46_page_3,All Day Session IPA,,,1.0,,0.25,0
week_46_page_3,"Chardonnay, Cabernet, or Sauvignon Blanc",11.0,750 ml,10.0,,0.1,1
week_46_page_3,Chocolate,,,1.0,,,0
week_46_page_3,Coconut Oil Potato Chips,,,1.0,,,0
week_46_page_3,Day Boat Sea Scallops,,,1.0,,,0
week_46_page_3,Dark & Milk Chocolate French Marshmallows,,,1.0,,,0
week_46_page_3,Campo de Montalban,129.91,,1.0,3.0,,0
week_46_page_3,One Village Coffee,,,1.0,,,0
week_46_page_3,One Village Coffee,9.99,,1.0,3.0,0.003003003003003003,1
week_46_page_3,Organic Red & Green Seedless Grapes,2.62,,1.0,1.0,,1
week_46_page_3,Dessert Tray,48.3,,1.0,5.0,,0
week_46_page_3,Made-In-House Chicken Kabobs,,,1.0,,,0
week_46_page_3,5-Pack Non-GMO Corn,,,1.0,,,0
week_46_page_3,Brownie Bites and Black,,,1.0,,,0
week_46_page_3,Non-Dairy Ice Cream,,,1.0,,,0
week_46_page_3,Brownie Bites,6.99,,1.0,1.0,,0
week_46_page_3,Organic Hamburger & Hotdog Buns,3.99,,1.0,1.0,0.0025062656641604013,1
week_46_page_3,Gluten-Free Oats,,,1.0,,,0
week_46_page_3,"Signature Red, White & Blue Pie",5.99,,1.0,2.0,0.00333889816360601,0
week_46_page_3,Organic Raw Apple Cide Vinegar with Mother,,,1.0,,,0
week_46_page_3,Pies,9.99,,1.0,1.0,0.001001001001001001,0
week_46_page_4,"Pinot Grigio, Rose, or Sparkling Wine",,,1.0,,,0
week_46_page_4,Healthy Meals On-The-Go,,,1.0,,,0
week_46_page_4,Chilean Sea Bass with Butter,5.1,,1.0,,,0
week_46_page_4,Ground Sirloin or Round,6.21,,2.0,167227.86,0.1,0
week_46_page_4,Cabernet,,,1.0,,,0
week_46_page_4,Big Tomato,,,1.0,,,0
week_46_page_4,Ground Sirloin or Round,4.99,turkey tray pack,1.0,1.0,0.002004008016032064,0
week_46_page_4,Variety Packs,,,1.0,1.0,,0
week_46_page_4,"Pinot Grigio, Rose, or Sparkling Wine",,,1.0,,,0
week_46_page_4,"Pinot Grigio, Rose, or Sparkling Wine",,,1.0,,,0
week_46_page_4,5-Pack Non-GMO Corn,,,1.0,,,0
week_46_page_4,5-Pack Non-GMO Corn,,,1.0,,,0
week_46_page_4,Guacamole,,,1.0,1.0,,0
week_46_page_4,Organic strawberries,1.4,,1.0,,,1
week_46_page_4,Organic Zucchini & Yellow Squash,1.99,,1.0,,,1
week_46_page_4,Made-In-House Chicken Kabobs,,,1.0,,,0
week_46_page_4,Organic strawberries,,,1.0,,,1
week_46_page_4,Organic strawberries,,,1.0,,,1
week_46_page_4,5-Pack Non-GMO Corn,,,1.0,,,0
week_46_page_4,5-Pack Non-GMO Corn,5.99,,1.0,,,1
week_46_page_4,4 lb. Bag Organic Valencia Oranges,4.99,4 lb. bag,1.0,,,1
week_46_page_4,5-Pack Non-GMO Corn,,,1.0,,,0
week_47_page_1,Organic Red & Green Seedless Grapes,3.99,,1.0,1.6,,1
week_47_page_1,Organic strawberries,,,1.0,,,1
week_47_page_1,"Potato Salads, Macaroni Salad & Coleslaw",4.99,,1.0,1.0,,0
week_47_page_1,Natural Hamburger & Hot Dog Buns,,,1.0,,,0
week_47_page_1,King Salmon Fillets,12.99,,1.0,2.3,253.69,0
week_47_page_1,Chocolate Bars,,,1.0,,,0
week_47_page_1,Chocolate Bars,,,1.0,,,0
week_47_page_1,5-Pack Non-GMO Corn,,,1.0,,,0
week_47_page_1,Baby Back Ribs,3.99,,1.0,4.0,,0
week_47_page_1,Blueberries,,half pint,1.0,,,1
week_47_page_1,Organic strawberries,,,1.0,,,1
week_47_page_1,Free Range Large Brown Eggs,,,1.0,,,0
week_47_page_1,Seasoned Half Chickens,,,1.0,,,0
week_47_page_1,Bone-In Pork Chops,,,1.0,,,0
week_47_page_1,Bone-In Pork Chops,,,1.0,,,0
week_47_page_1,Whole Seedless Watermelons,3.99,,1.0,,,0
week_47_page_1,Food-Based Minerals,,,1.0,,,0
week_47_page_1,All Day Session IPA,,,1.0,,,0
week_47_page_2,Ground Sirloin or Round,,,1.0,,,0
week_47_page_2,Ground Sirloin or Round,8.99,,1.0,2.0,0.10181983621474068,0
week_47_page_2,Salsa and Guacamole,,,1.0,,,0
week_47_page_2,"Chardonnay, Cabernet, or Sauvignon Blanc",,,1.0,,,0
week_47_page_2,Bone-In Pork Chops,90.88,750 ml,1.0,6.0,0.09230769230769233,0
week_47_page_2,Natural Jumbo Paper Towel,0.6,,1.0,0.5,0.0012531328320802006,0
week_47_page_2,Peanut Butter,79.91,,1.0,21.0,0.002627956451007383,0
week_47_page_2,New York Strips,,,1.0,,,0
week_47_page_2,Kombucha,26.0,,3.492,,,1
week_47_page_2,Organic Cereal,,,1.0,,,1
week_47_page_2,Organic strawberries,0.99,,1.0,,,1
week_47_page_2,Organic Beans,,,1.0,0.4,,1
week_47_page_2,Organic Medjool Dates,5.49,,1.0,1.0,0.0012515644555694619,1
week_47_page_2,Organic strawberries,,,1.0,,,1
week_47_page_2,New York Strips,,,1.0,,,0
week_47_page_2,Organic Orange Bell Peppers,,,1.0,,,1
week_47_page_2,Cookies,3.99,net wt. 7 oz,1.0,7198.61,,0
week_47_page_2,Ground Sirloin or Round,243.99,"with fair trade, organic can",1.0,1.7,,1
week_47_page_2,Kettle Cooked Potato Chips,,,1.0,,,0
week_47_page_2,Original Chicken Salad,,,1.0,,,0
week_47_page_2,Potato Chips,,,2.0,0.49,,0
week_47_page_2,Whole NY Strip Loins,,,1.0,,,0
week_47_page_2,Organic strawberries,,,1.0,,,1
week_47_page_2,Organic strawberries,,,1.0,,,1
week_47_page_2,Seltzer Water,3.69,,1.0,,,0
week_47_page_2,Organic Ice Cream,,,1.0,1.0,,1
week_47_page_2,Organic Milk,,,1.0,49.91,,1
week_47_page_2,Organic strawberries,,,1.0,,,1
week_47_page_2,Premium Woodsmoked Scottish Salmon,,,1.0,,,0
week_47_page_2,Organic strawberries,,,1.0,,,1
week_47_page_2,Natural Hamburger & Hot Dog Buns,,,1.0,,,0
week_47_page_2,Asparagus with Parmesan Vinaigrette,,,1.0,,,0
week_47_page_3,Brand wide sale,,,1.0,,2329.2,0
week_47_page_3,Water,,,1.0,,,0
week_47_page_3,Organic Red & Green Seedless Grapes,3.99,,1.0,,50.2,1
week_47_page_3,Roasted Pistachios In-Shell,,,1.0,,,0
week_47_page_3,Brand wide sale,,fresh from farm to capsule,1.0,,0.2,0
week_47_page_3,Brand wide sale,,,1.0,,0.2,0
week_47_page_3,Bone-In Pork Chops,,,1.0,,,0
week_47_page_3,Organic strawberries,,,1.0,,,1
week_47_page_3,Galettes,7.99,,1.0,1.0,,0
week_47_page_3,10-Pack Mini Cookies,2.0,,1.0,1.0,,0
week_47_page_3,Applewood Smoked Turkey Breast,,,1.0,,,0
week_47_page_3,Organic Kale,,,1.0,,,0
week_47_page_3,Fresh Mozzarella,,,1.0,,,0
week_47_page_3,Fresh Mozzarella,,,1.0,,,0
week_47_page_3,4-pack croissants,4.99,,1.0,2.0,0.004008016032064128,0
week_47_page_3,"Pinot Grigio, Rose, or Sparkling Wine",1.0,,1.0,4.0,,0
week_47_page_3,cupcakes,5.99,,1.0,1.0,0.001669449081803005,0
week_47_page_3,Fresh Mozzarella,,,1.0,,,0
week_47_page_3,Pies,,,1.0,,,0
week_47_page_3,"Signature Apple, Blueberry, Cherry Pie",5.99,,1.0,2.0,0.00333889816360601,0
week_47_page_4,Ground Sirloin or Round,,,1.0,,,0
week_47_page_4,Bone-In Pork Chops,14.99,,1.0,5.0,,0
week_47_page_4,BBQ Sauces,2.49,,1.0,0.8,,0
week_47_page_4,Fruit Galettes,3.49,,1.0,,,0
week_47_page_4,Salsa & Guacamole,,,1.0,,,0
week_47_page_4,Just Juices,,,1.0,,,0
week_47_page_4,Roasted Pistachios In-Shell,,,1.0,,,0
week_47_page_4,Asparagus with Parmesan Vinaigrette,,,1.0,,,0
week_47_page_4,Strip Steak,1.0,,1.0,1.0,0.0007698229407236335,0
week_47_page_4,Chicken Breast,2.99,,1.0,1.0,,0
week_47_page_4,Shrimp Skewers,24.98,,2.0,12.49,,0
week_47_page_4,Kabobs,4.99,,1.0,2.0,,0
week_47_page_4,Morning Rounds,,,1.0,,,0
week_47_page_4,Pork Roast,2.99,,1.0,,,0
week_47_page_4,Organic strawberries,5.99,,4.0,,,1
week_47_page_4,Wild Bourbon Salmon Fillets,,,1.0,,,0
week_47_page_4,Whole Ribeyes & Strips,,,1.0,,,0
week_47_page_4,Organic strawberries,,,1.0,1.0,,1
week_47_page_4,Spring & Distilled Water,,,1.0,,,0
week_47_page_4,Malbec,3.99,,1.0,,,0
week_47_page_4,5-Pack Non-GMO Corn,,,1.0,,,0
week_47_page_4,Organic Grape Tomatoes,27.0,,1.0,,,0
week_47_page_4,5-Pack Non-GMO Corn,2.75,,1.0,,,0
week_47_page_4,Organic strawberries,,,1.0,,,1
week_47_page_4,Organic strawberries,,,1.0,,,1
week_47_page_4,5-Pack Non-GMO Corn,,,1.0,,,0
week_48_page_1,Free Range Large Brown Eggs,,,1.0,,,0
week_48_page_1,Le petite Fromage,,,1.0,,,0
week_48_page_1,Organic Blueberries,,,1.0,,,1
week_48_page_1,5-Pack Non-GMO Corn,,,1.0,,,0
week_48_page_1,3 lb. Bag Organic gala Apples,3994.53,avocadosnon-gmo$399/bag,1.0,,,1
week_48_page_1,Free Range Large Brown Eggs,,,1.0,,,0
week_48_page_1,Organic strawberries,,,1.0,,,1
week_48_page_1,Bone-In Pork Chops,,,1.0,,,0
week_48_page_1,4 lb. Bag of Organic Navel Oranges or 4 lb. Bag of Organic Lemons,9.99,,1.0,41.0,39.97065522174535,0
week_48_page_1,Almond Milk,,,1.0,,,0
week_48_page_1,Individual Cinnamon Rolls,,,1.0,,,0
week_48_page_1,Free Range Large Brown Eggs,,,1.0,,,0
week_48_page_1,White Shrimp,9.99,,1.0,3.0,0.003003003003003003,0
week_48_page_1,Ground Sirloin or Round,2.99,,1.0,1.0,0.0033444816053511705,0
week_48_page_1,Fresh Mozzarella,,,1.0,,,0
week_48_page_1,Wild Bourbon Salmon Fillets,,,1.0,,,0
week_48_page_1,Wild Bourbon Salmon Fillets,,,1.0,,,0
week_48_page_1,New York Strips,,,4.0,2.5,,0
week_48_page_1,Wensleydale with Blueberries,,,1.0,,,0
week_48_page_2,Ground Sirloin or Round,,,1.0,,,0
week_48_page_2,Brand wide sale,2.1,,2.0,1.99,,0
week_48_page_2,Gluten-Free Bread,,,1.0,,,0
week_48_page_2,Energy Seed Salad,,,1.0,,,0
week_48_page_2,Bone-In Pork Chops,9.49,6 pack,1.0,0.5,0.0005268703898840885,0
week_48_page_2,Brand wide sale,,,1.0,,0.25,0
week_48_page_2,Vegan Mock Chicken Salad,,,1.0,,,0
week_48_page_2,Food-Based Minerals,,,1.0,,,0
week_48_page_2,Bone-In Pork Chops,90.88,750 ml,1.0,6.0,0.09230769230769233,0
week_48_page_2,Coffee,,ing,1.0,,,0
week_48_page_2,White Cookies,4.99,,1.0,1.0,,0
week_48_page_2,Angel Food Cake,5.99,,1.0,1.0,0.001669449081803005,0
week_48_page_2,Cookies,,,1.0,,,0
week_48_page_2,5-Pack Non-GMO Corn,,,1.0,,,0
week_48_page_2,Morning & Snacking Rounds,3.99,,1.0,0.5,,0
week_48_page_2,Chicken Breast,9.99,,1.0,2.0,,0
week_48_page_2,5-pack cookies,4.99,,1.0,1.0,0.002004008016032064,0
week_48_page_2,5-Pack Non-GMO Corn,,,1.0,,,0
week_48_page_2,Family Pasta Meals,,,1.0,,,0
week_48_page_2,Fresh Mozzarella,,,1.0,,,0
week_48_page_2,Salad Dressing,,,1.0,,,0
week_48_page_2,mock vegan chicken salad,9.99,,1.0,2.0,,0
week_48_page_2,Deli case meal deals,7.99,,1.0,1.0,,0
week_48_page_2,Energy Seed Salad,3.99,,1.0,1.0,,0
week_48_page_2,Vegan Mock Chicken Salad,,,1.0,,,0
week_48_page_2,Made-In-House Chicken Kabobs,,,1.0,,,0
week_48_page_2,Made-In-House Chicken Kabobs,,,1.0,,,0
week_48_page_3,Snacking Chocolate,27.0,,2.0,1.19,,0
week_48_page_3,Organic Red & Green Seedless Grapes,2.49,,1.0,0.5,0.0005005005005005005,1
week_48_page_3,Organic Red & Green Seedless Grapes,,,1.0,,,1
week_48_page_3,Nutrition Bar,10.1,peanut butterclifbareleroy barnet wt 2.40 oz,10.0,0.25,,1
week_48_page_3,Pasta,,,1.0,,,1
week_48_page_3,Asparagus with Parmesan Vinaigrette,,,1.0,,,0
week_48_page_3,Organic Red & Green Seedless Grapes,,,1.0,,,1
week_48_page_3,Frozen Vegetables,26.0,,1.0,,,0
week_48_page_3,Fresh Mozzarella,,,1.0,,,0
week_48_page_3,Whole Ribeyes & Strips,2.99,with a full serving,1.0,1.0,0.0033444816053511705,1
week_48_page_3,Fast Forward,9.99,,1.0,3.0,0.003003003003003003,0
week_48_page_3,Cereal,,,1.0,,,0
week_48_page_3,Almond Milk,27.0,aten almo48 fl oz,2.0,2.41,,0
week_48_page_3,Tortilla Chips,,,1.0,,,0
week_48_page_3,Organic Cereal,27.0,,2.0,0.99,,1
week_48_page_3,Tortilla Chips,,,2.0,0.49,,0
week_48_page_4,Ground Sirloin or Round,,,1.0,,,0
week_48_page_4,Tomatoes on the Vine,,,1.0,,,0
week_48_page_4,Maryland Crab Cakes,4.1,,4.0,1.49,0.003634146341463415,0
week_48_page_4,Morning Rounds,,,1.0,,,0
week_48_page_4,Chilean Sea Bass,10.1,,1.0,,,0
week_48_page_4,House Made Chicken Kabobs,3.99,,1.0,3.0,0.0075187969924812035,0
week_48_page_4,Natural Hamburger & Hot Dog Buns,,,1.0,,,0
week_48_page_4,Lamb Shoulder Chops,10079.91,,1.0,2.0,,0
week_48_page_4,Bone-In Pork Chops,,,1.0,2.0,,0
week_48_page_4,Alaska Cod Fillet,7.99,,1.0,2.0,0.0025031289111389237,0
week_48_page_4,Fresh Mozzarella,,,1.0,,,0
week_48_page_4,5-Pack Non-GMO Corn,,,1.0,,,0
week_48_page_4,1 lb. Strawberries & Half Pint Strawberries,26.0,1 pint,1.0,,,0
week_48_page_4,Organic Packham Pear,14.91,,1.0,,,0
week_48_page_4,Organic Red & Green Seedless Grapes,29.91,,1.0,,,1
week_48_page_4,Organic strawberries,,,1.0,,,1
week_48_page_4,5-Pack Non-GMO Corn,,,1.0,,,0
week_48_page_4,5-Pack Non-GMO Corn,,,1.0,,,0
week_48_page_4,5-Pack Non-GMO Corn,,,1.0,,,0
week_48_page_4,5-Pack Non-GMO Corn,,,1.0,,,0
week_48_page_4,5-Pack Non-GMO Corn,,,1.0,,,0
week_48_page_4,"Organic Green, Red & Lacinato Kale",,,1.0,,,1
week_48_page_4,organic Cucumbers,,,1.0,,,1
week_48_page_4,Organic Vidalia Onion,0.99,,1.0,,,0
week_48_page_4,Organic strawberries,,,1.0,,,1
week_48_page_4,Organic strawberries,,,1.0,,,1
week_48_page_4,Organic strawberries,,,1.0,,,1
week_48_page_4,Organic Red & Green Seedless Grapes,24.0,,1.0,,,1
week_49_page_1,5-Pack Non-GMO Corn,,,1.0,,,0
week_49_page_1,avocados,,,1.0,,,0
week_49_page_1,Le petite Fromage,,,1.0,,,0
week_49_page_1,5-Pack Non-GMO Corn,,,1.0,,,0
week_49_page_1,Blueberries,26.0,,1.0,,,0
week_49_page_1,Organic Red & Green Seedless Grapes,2.99,,1.0,,,1
week_49_page_1,Organic strawberries,,,1.0,,,1
week_49_page_1,Free Range Large Brown Eggs,,,1.0,,,0
week_49_page_1,Organic strawberries,,,1.0,,,1
week_49_page_1,Organic strawberries,,8 fl oz,1.0,,0.25,1
week_49_page_1,Spring & Distilled Water,,,1.0,,,0
week_49_page_1,Water,,,1.0,,,0
week_49_page_1,4-pack muffins,4.99,,1.0,2.0,,0
week_49_page_1,Free Range Large Brown Eggs,,,1.0,1.2,,0
week_49_page_1,Free Range Large Brown Eggs,,,1.0,,,0
week_49_page_1,Free Range Large Brown Eggs,,,1.0,,,0
week_49_page_1,Curry Chicken Salad,11.99,,1.0,41.0,0.0586552217453505,0
week_49_page_1,boneless pork roast,3.0,,1.0,3.0,,0
week_49_page_1,Mexican Street Corn,,can,1.0,,,0
week_49_page_1,Organic strawberries,,,1.0,,,1
week_49_page_1,Organic 85/15 Ground Beef,1005.99,1 lb. brick pack,1.0,1.0,,1
week_49_page_1,Wensleydale with Blueberries,,,1.0,,,0
week_49_page_1,Bone-In Pork Chops,,,1.0,,,0
week_49_page_2,Free Range Large Brown Eggs,,,1.0,,,0
week_49_page_2,Flour,,,1.0,,,0
week_49_page_2,Beans,0.79,netmt 15 oz,1.0,1512.59,,0
week_49_page_2,FULL RACK OF BABY BACK RIBS,,barbecue saucewith a touch of miasnet wt 14 oz,1.0,,,0
week_49_page_2,Large 16 Pizza,,16 oz,1.0,,,0
week_49_page_2,4 lb. Bag of Organic Navel Oranges or 4 lb. Bag of Organic Lemons,25.0,these veggie-based net wi. 5.5 oz,1.0,,,0
week_49_page_2,Signature & Carolina Coleslaws ,,,1.0,,,0
week_49_page_2,House-Made Grill-Ready Burgers,,,1.0,,,0
week_49_page_2,Asparagus with Parmesan Vinaigrette,,,1.0,,,0
week_49_page_2,Asparagus with Parmesan Vinaigrette,,,1.0,,,0
week_49_page_2,Extra Virgin Olive Oil,,,1.0,,,0
week_49_page_2,Asparagus with Parmesan Vinaigrette,,net wt 4 oz,1.0,,,0
week_49_page_2,Refrigerated Teas,,,1.0,,,0
week_49_page_2,Extra Virgin Olive Oil,9.99,,1.0,5.0,,0
week_49_page_2,Organic strawberries,3.98,,1.0,,,1
week_49_page_2,All Natural Salsa,,,1.0,,,0
week_49_page_2,Deli Meats,,,1.0,,,0
week_49_page_2,Bone-In Pork Chops,2991.99,returnable glass bottles.net wt. 7 oz,1.0,0.9,,0
week_49_page_2,Organic strawberries,126124.99,every family member.virgils.microarewedno preservativessofour 12 oz,1.0,1.0,,1
week_49_page_2,NY Strips,,,1.0,,,0
week_49_page_2,Organic Cereal,,,1.0,,,0
week_49_page_2,Juice Blends,,,1.0,1.0,,1
week_49_page_2,Non-Dairy Ice Cream,,,1.0,,,0
week_49_page_2,Ice Cream,3.99,,1.0,2.0,,0
week_49_page_3,Buzz Away Extreme Spray,,,1.0,,0.25,0
week_49_page_3,Free Range Large Brown Eggs,,,1.0,,,0
week_49_page_3,Coffee Bags,9.99,,1.0,1101.32,,1
week_49_page_3,Buzz Away Extreme Spray,,,1.0,,,0
week_49_page_3,ChlorOxygen,,,1.0,,0.2,0
week_49_page_3,All Day Session IPA,,,1.0,,0.2,0
week_49_page_3,Free Range Large Brown Eggs,,,1.0,,,0
week_49_page_3,Organic strawberries,,,1.0,,,1
week_49_page_3,Big Tomato,6.7,,1.0,1.0,0.1,0
week_49_page_3,Big Tomato,,,1.0,,,0
week_49_page_3,Fresh Mozzarella,,,1.0,,,0
week_49_page_3,Chocolate,6.99,,1.0,1.0,,0
week_49_page_3,4-pack croissants,4.99,,1.0,2.0,,0
week_49_page_3,Fresh Mozzarella,9.99,,1.0,2.0,0.002002002002002002,0
week_49_page_3,Muffins,,,1.0,,,0
week_49_page_3,Gluten-Free Oats,,,1.0,,,0
week_49_page_3,Fresh Mozzarella,,,1.0,,,0
week_49_page_3,Organic Hummus,2.99,,1.0,1.0,0.0033444816053511705,1
week_49_page_3,Signature Pimento Cheese,2.0,,1.0,1.0,0.001430615164520744,1
week_49_page_3,Applewood Smoked Turkey,9.99,,1.0,2.0,0.002002002002002002,0
week_49_page_3,Applewood Smoked Turkey Breast,,,1.0,,,0
week_49_page_3,Made-In-House Chicken Kabobs,,,1.0,,,0
week_49_page_3,Grilled Chicken Caesar Salad,1.0,,1.0,1.0,0.0025062656641604013,0
week_49_page_3,Italian Tomato 7 Caper Orzo,,,1.0,,,0
week_49_page_3,Juice Bar Happy Hour,,,1.0,1.0,,1
week_49_page_3,Broccoli Cranberry Salad,,,1.0,2.0,,0
week_49_page_3,Roasted Brussels Sprouts with Garlic,,,1.0,,,0
week_49_page_4,Ground Sirloin or Round,,,1.0,,,0
week_49_page_4,Healthy Meals On-The-Go,,,1.0,,,0
week_49_page_4,Guacamole,,,1.0,1.0,,0
week_49_page_4,Salads,9.79,5 pack,1.0,,,0
week_49_page_4,5-Pack Non-GMO Corn,,,1.0,,,0
week_49_page_4,Tomatoes on the Vine,2.99,,1.0,,,0
week_49_page_4,FULL RACK OF BABY BACK RIBS,,,1.0,,,0
week_49_page_4,Organic strawberries,,,1.0,,,1
week_49_page_4,Made-In-House Chicken Kabobs,,,1.0,,,0
week_49_page_4,5-Pack Non-GMO Corn,,,1.0,,,0
week_49_page_4,Super Lump Crab Cakes,4.99,,1.0,1.0,0.002004008016032064,0
week_49_page_4,Omega 3,,,1.0,,,0
week_49_page_4,5-Pack Non-GMO Corn,,,1.0,,,0
week_49_page_4,Ground Sirloin or Round,,,1.0,3.0,,0
week_49_page_4,Blackberries,,,1.0,,,0
week_49_page_4,Organic Grape Tomatoes,,,1.0,,,1
week_49_page_4,Organic strawberries,,,1.0,,,1
week_49_page_4,Alaska Sockeye Salmon,9.99,,201311991.3,1.0,,0
week_49_page_4,"Chardonnay, Cabernet, or Sauvignon Blanc",,,1.0,,,0
week_49_page_4,Signature Burger,25.0,,2.0,1.49,,0
week_49_page_4,Leg Quarters,0.99,,1.0,1.0,1.0101010101010102,0
week_49_page_4,Catering Trays,19.99,,10.0,,0.1,0
week_49_page_4,Ground Sirloin or Round,19.99,,1.0,,,0
week_49_page_4,Made-In-House Chicken Kabobs,,,1.0,,,0
week_49_page_4,Made-In-House Chicken Kabobs,,,1.0,,,0
week_4_page_1,Deli case meal deals,,,1.0,,,0
week_4_page_1,Organic Broccoli,1.99,,1.0,2.0,0.010050251256281407,1
week_4_page_1,Organic Red & Green Seedless Grapes,1.99,"glutathione, grapes can",1.0,21.0,0.10552763819095476,1
week_4_page_1,Fresh Mozzarella,,,1.0,,,0
week_4_page_1,FULL RACK OF BABY BACK RIBS,,,12.993,,,0
week_4_page_1,Wensleydale with Blueberries,,,1.0,,,0
week_4_page_2,Ground Sirloin or Round,,,1.0,,,0
week_4_page_2,Flour,,,1.0,,,0
week_4_page_2,Free Range Large Brown Eggs,,,1.0,,,0
week_4_page_2,"Pinot Grigio, Rose, or Sparkling Wine",3.99,,1.0,1.5,,0
week_4_page_2,Fresh Mozzarella,,,1.0,,,0
week_4_page_2,4-pack croissants,5.99,,1.0,1.0,0.001669449081803005,0
week_4_page_2,Organic Hamburger & Hotdog Buns,4.49,,1.0,0.5,0.0011135857461024498,1
week_4_page_2,Whole Chicken,,,1.0,,,0
week_4_page_2,Organic strawberries,,,1.0,,,1
week_4_page_2,Applewood Smoked Turkey Breast,2.0,,1.0,1.0,0.001669449081803005,0
week_4_page_2,Gluten-Free Bread,5.49,,1.0,0.5,0.0009107468123861566,0
week_4_page_2,Whole & Quartered Canned Artichoke Hearts,,,1.0,,,0
week_4_page_2,Clothbound Cheddar,,baby loaf net wt 2 lb,1.0,,,0
week_4_page_2,Green Goddess Smoothie,,,1.0,1.0,,1
week_4_page_2,East Coast White Shrimp,,,1.0,,,0
week_4_page_2,Ground Sirloin or Round,,,1.0,,,1
week_4_page_2,Broccoli Bacon Salad,6.99,,1.0,2.0,0.002861230329041488,0
week_4_page_2,Crispy Chicken Salad,,,1.0,1.0,,0
week_4_page_2,Vegan Chicken Salads,9.99,,1.0,1.0,,0
week_4_page_3,New York Strips,,,1.0,,,0
week_4_page_3,Free Range Large Brown Eggs,,100 fl oz,1.0,,,0
week_4_page_3,Organic Raw Apple Cider Vinegar,39.91,,1.0,1.0,,1
week_4_page_3,Laundry Detergent,,,1.0,139.91,,1
week_4_page_3,Unfiltered Spanish Extra Virgin Olive Oil,,,1.0,,,0
week_4_page_3,Organic Honeycrisp Apple Juice,4.99,,1.0,,,1
week_4_page_3,Alpha Tolman,,,1.0,,,0
week_4_page_3,Honeycrisp Apples,,,1.0,,,0
week_4_page_3,Purified Water,,,1.0,,,0
week_4_page_3,Water,,,1.0,,,0
week_4_page_3,Alkaline Water+ Electrolytes,,1.06 gallon,2.0,0.49,,0
week_4_page_3,Healthy Meals On-The-Go,,,1.0,,,0
week_4_page_3,Organic Red & Green Seedless Grapes,18.0,750 ml,1.0,1.0,0.001053740779768177,0
week_4_page_3,Asparagus with Parmesan Vinaigrette,,,1.0,,,0
week_4_page_3,"Pinot Grigio, Rose, or Sparkling Wine",,,1.0,,,0
week_4_page_3,Gluten-Free Oats,,,1.0,,,0
week_4_page_3,Organic Cold Cereal,27.0,,2.0,0.99,0.03666666666666667,1
week_4_page_3,Non-Fat Greek Yogurt,10.1,,10.0,0.25,,0
week_4_page_3,Cooked Tail-On Shrimp,,,1.0,,,0
week_4_page_3,Chardonnay,,,1.0,,,0
week_4_page_3,Organic Raw Apple Cider Vinegar,,,1.0,,,0
week_4_page_3,Big Tomato,,,1.0,,,0
week_4_page_3,Zero Calorie Soda,91900513.99,,1.0,2.0,,0
week_4_page_3,Zero Calorie Soda,,,1.0,,,0
week_4_page_3,Omega 3,,,1.0,,,0
week_4_page_3,Morning Rounds,,,1.0,,,0
week_4_page_3,Wines,6.99,,1.0,1.0,0.001430615164520744,0
week_4_page_3,New York Strips,,,1.0,,,0
week_4_page_4,House-Made Grill-Ready Burgers,,,1.0,,,0
week_4_page_4,Ground Sirloin or Round,,,1.0,,,0
week_4_page_4,Southern Peaches,,,1.0,,,0
week_4_page_4,Green Goddess Smoothie,,poden non-gmovegannet wt. 74 oz,1.0,,,0
week_4_page_4,Whole Seedless Watermelon,6.5,,1.0,2.0,,0
week_4_page_4,Brand wide sale,,,1.0,,0.25,0
week_4_page_4,Mini Orchid,7.99,,1.0,3.0,,0
